Name,Genre,Platform,Publisher,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Naruto Shippuden: Ultimate Ninja 4,Fighting,PS2,Atari,2007.0,0.26,0.01,0.13,0.26,0.66
Fist of the North Star: Ken's Rage,Action,PS3,Ubisoft Annecy,2010.0,0.06,0.03,0.55,0.02,0.66
Wario: Master of Disguise,Platform,DS,Nintendo,2007.0,0.28,0.02,0.33,0.03,0.66
New Play Control! Pikmin,Strategy,Wii,Nintendo,2008.0,0.29,0.14,0.19,0.04,0.66
Suikoden IV,Role-Playing,PS2,Konami Digital Entertainment,2004.0,0.17,0.13,0.3,0.05,0.66
Um Jammer Lammy,Misc,PS,Sony Computer Entertainment,1998.0,0.12,0.08,0.41,0.04,0.66
F1 2015,Racing,PS4,Codemasters,2015.0,0.09,0.44,0.03,0.09,0.66
Tom Clancy's EndWar,Strategy,PS3,Ubisoft,2008.0,0.32,0.22,0.01,0.1,0.65
Radiata Stories,Role-Playing,PS2,Square Enix,2005.0,0.18,0.14,0.29,0.05,0.65
F-Zero GX,Racing,GC,Nintendo,2003.0,0.41,0.11,0.12,0.02,0.65
Yoshi Topsy-Turvy,Platform,GBA,Nintendo,2004.0,0.25,0.09,0.3,0.01,0.65
World of Dragon Warrior - Torneko: The Last Hope,Role-Playing,PS,Enix Corporation,1999.0,0.02,0.01,0.58,0.04,0.65
Fire Emblem: Shadow Dragon,Role-Playing,DS,Nintendo,2008.0,0.31,0.03,0.27,0.03,0.65
Drakengard,Role-Playing,PS2,Square Enix,2003.0,0.19,0.15,0.26,0.05,0.65
Dead or Alive 5,Fighting,PS3,Tecmo Koei,2012.0,0.23,0.15,0.2,0.07,0.65
Star Ocean: First Departure,Role-Playing,PSP,Square Enix,2007.0,0.2,0.14,0.22,0.09,0.65
Dragon Age: Inquisition,Role-Playing,PS3,Electronic Arts,2014.0,0.26,0.23,0.05,0.1,0.65
Sengoku Basara: Samurai Heroes,Action,PS3,Capcom,2010.0,0.17,0.04,0.4,0.03,0.65
Dragon Ball: Raging Blast 2,Fighting,X360,Namco Bandai Games,2010.0,0.49,0.09,0.01,0.05,0.64
Lost Planet: Extreme Condition,Shooter,PS3,Capcom,2008.0,0.31,0.17,0.07,0.09,0.64
Castlevania,Platform,N64,Konami Digital Entertainment,1999.0,0.44,0.1,0.04,0.05,0.64
Onimusha: Dawn of Dreams,Action,PS2,Capcom,2006.0,0.15,0.12,0.34,0.04,0.64
NieR,Role-Playing,PS3,Square Enix,2010.0,0.17,0.2,0.2,0.07,0.64
Gravity Rush,Action,PSV,Sony Computer Entertainment,2012.0,0.26,0.2,0.09,0.1,0.64
White Knight Chronicles II,Role-Playing,PS3,Sony Computer Entertainment,2010.0,0.23,0.09,0.27,0.05,0.64
NBA Live 08,Sports,PS3,Electronic Arts,2007.0,0.56,0.02,0.01,0.05,0.64
Donkey Kong Barrel Blast,Racing,Wii,Nintendo,2007.0,0.2,0.26,0.11,0.06,0.64
Okami,Action,Wii,Capcom,2008.0,0.45,0.1,0.04,0.05,0.64
Middle-Earth: Shadow of Mordor,Action,PS3,Warner Bros. Interactive Entertainment,2014.0,0.2,0.33,0.01,0.1,0.64
Red Steel 2,Shooter,Wii,Ubisoft,2010.0,0.36,0.21,0.01,0.06,0.63
F1 2013,Racing,PS3,Codemasters,2013.0,0.01,0.45,0.03,0.15,0.63
Tony Hawk's Project 8,Sports,PS3,Activision,2006.0,0.3,0.23,0.01,0.1,0.63
Super Castlevania IV,Platform,SNES,Konami Digital Entertainment,1991.0,0.32,0.05,0.25,0.01,0.63
God of War III,Action,PS4,Sony Computer Entertainment,2015.0,0.23,0.29,0.01,0.1,0.63
Ape Escape 2,Platform,PS2,Sony Computer Entertainment,2002.0,0.12,0.09,0.38,0.03,0.63
Shin Megami Tensei: Persona 3 FES,Role-Playing,PS2,Tecmo Koei,2007.0,0.22,0.2,0.16,0.05,0.63
Shin Megami Tensei: Persona 3 Portable,Role-Playing,PSP,Ghostlight,2009.0,0.18,0.06,0.34,0.04,0.63
Okami,Action,PS2,Capcom,2006.0,0.11,0.03,0.15,0.34,0.63
Wet,Shooter,PS3,Bethesda Softworks,2009.0,0.22,0.27,0.01,0.11,0.63
Vanquish,Shooter,PS3,Sega,2010.0,0.21,0.22,0.11,0.09,0.62
Wild ARMs 3,Role-Playing,PS2,Ubisoft,2002.0,0.16,0.13,0.29,0.04,0.62
Sacred 2: Fallen Angel,Role-Playing,PS3,Deep Silver,2009.0,0.22,0.23,0.08,0.09,0.62
Pro Evolution Soccer 2015,Sports,PS3,Konami Digital Entertainment,2014.0,0.1,0.23,0.22,0.08,0.62
Dead Island: Riptide,Action,PS3,Deep Silver,2013.0,0.26,0.2,0.07,0.09,0.62
Viewtiful Joe,Action,GC,Capcom,2003.0,0.38,0.1,0.12,0.02,0.62
FIFA Soccer,Sports,PSV,Electronic Arts,2012.0,0.17,0.34,0.02,0.09,0.62
Metal Gear Solid V: Ground Zeroes,Action,PS3,Konami Digital Entertainment,2014.0,0.14,0.14,0.27,0.06,0.62
Dragon Ball Z: Ultimate Tenkaichi,Fighting,PS3,Namco Bandai Games,2011.0,0.27,0.18,0.09,0.08,0.62
Bass Landing,Sports,PS,ASCII Entertainment,1999.0,0.21,0.14,0.23,0.04,0.62
Muramasa: The Demon Blade,Role-Playing,Wii,Rising Star Games,2009.0,0.33,0.13,0.11,0.04,0.61
Plants vs. Zombies: Garden Warfare,Shooter,PS4,Electronic Arts,2014.0,0.21,0.29,0.01,0.11,0.61
Samurai Warriors 2,Action,PS2,Tecmo Koei,2006.0,0.02,0.02,0.57,0.01,0.61
Dynasty Warriors 8,Action,PS3,Tecmo Koei,2013.0,0.12,0.11,0.34,0.05,0.61
New Play Control! Donkey Kong Jungle Beat,Platform,Wii,Nintendo,2008.0,0.24,0.17,0.14,0.05,0.61
Yakuza: Dead Souls,Shooter,PS3,Sega,2011.0,0.09,0.07,0.42,0.03,0.61
Pac-Man Party,Misc,Wii,Namco Bandai Games,2010.0,0.47,0.09,0.01,0.04,0.61
SimCity DS,Simulation,DS,Electronic Arts,2007.0,0.33,0.03,0.21,0.03,0.61
Final Fantasy IV Advance,Role-Playing,GBA,Nintendo,2005.0,0.27,0.1,0.22,0.01,0.61
Disney TH!NK Fast: The Ultimate Trivia Showdown,Misc,Wii,Disney Interactive Studios,2008.0,0.37,0.16,0.01,0.06,0.61
New Play Control! Pikmin 2,Strategy,Wii,Nintendo,2009.0,0.11,0.14,0.33,0.02,0.6
Hot Shots Golf: World Invitational,Sports,PSV,Sony Computer Entertainment,2011.0,0.19,0.11,0.25,0.06,0.6
Wave Race: Blue Storm,Racing,GC,Nintendo,2001.0,0.4,0.1,0.09,0.02,0.6
WarioWare D.I.Y.,Misc,DS,Nintendo,2009.0,0.18,0.19,0.2,0.04,0.6
LEGO Jurassic World,Action,3DS,Warner Bros. Interactive Entertainment,2015.0,0.31,0.22,0.03,0.05,0.6
Alice: Madness Returns,Adventure,PS3,Electronic Arts,2011.0,0.22,0.25,0.04,0.09,0.6
Suikoden,Role-Playing,PS,Konami Digital Entertainment,1995.0,0.21,0.14,0.21,0.04,0.6
Mickey's Speedway USA,Racing,N64,Nintendo,2000.0,0.37,0.08,0.14,0.01,0.6
International Superstar Soccer 64,Sports,N64,Konami Digital Entertainment,1997.0,0.09,0.26,0.23,0.02,0.6
PGR3 - Project Gotham Racing 3,Racing,X360,Microsoft Game Studios,2005.0,0.49,0.03,0.03,0.05,0.6
Final Fantasy: The 4 Heroes of Light,Role-Playing,DS,Square Enix,2009.0,0.23,0.11,0.23,0.03,0.59
Kane & Lynch 2: Dog Days,Shooter,PS3,Square Enix,2010.0,0.17,0.28,0.05,0.1,0.59
2002 FIFA World Cup,Sports,PS2,Electronic Arts,2002.0,0.21,0.17,0.16,0.06,0.59
Dead or Alive Xtreme Beach Volleyball,Sports,XB,Microsoft Game Studios,2003.0,0.36,0.08,0.14,0.02,0.59
SoulCalibur V,Fighting,X360,Namco Bandai Games,2012.0,0.39,0.14,0.02,0.04,0.59
Tales of Zestiria,Role-Playing,PS3,Namco Bandai Games,2015.0,0.05,0.09,0.42,0.03,0.59
Silent Hill: Shattered Memories,Action,PS2,Konami Digital Entertainment,2010.0,0.13,0.22,0.01,0.23,0.59
Final Fantasy Anniversary Edition,Role-Playing,PSP,Square Enix,2007.0,0.39,0.02,0.13,0.04,0.59
Dark Souls II,Role-Playing,PS4,Namco Bandai Games,2015.0,0.2,0.22,0.08,0.08,0.59
Harvest Moon: Friends of Mineral Town,Simulation,GBA,Ubisoft,2003.0,0.34,0.13,0.11,0.01,0.59
Mega Man X7,Action,PS2,Capcom,2003.0,0.22,0.17,0.14,0.06,0.58
Diablo,Role-Playing,PS,Electronic Arts,1997.0,0.29,0.19,0.07,0.04,0.58
Romancing SaGa,Role-Playing,PS2,Square Enix,2005.0,0.06,0.04,0.47,0.01,0.58
Harvest Moon: Sunshine Islands,Simulation,DS,Rising Star Games,2008.0,0.35,0.03,0.17,0.03,0.58
Kinect Sports Rivals,Sports,XOne,Microsoft Game Studios,2014.0,0.3,0.22,0.02,0.04,0.58
Tom Clancy's HAWX,Action,X360,Ubisoft,2009.0,0.31,0.19,0.02,0.06,0.58
Harvest Moon: The Tale of Two Towns,Simulation,DS,Natsume,2010.0,0.27,0.06,0.22,0.03,0.58
International Superstar Soccer '98,Sports,N64,Konami Digital Entertainment,1998.0,0.06,0.3,0.19,0.03,0.58
Digimon World 2,Role-Playing,PS,Namco Bandai Games,2000.0,0.23,0.16,0.16,0.04,0.58
JoJo's Bizarre Adventure: All Star Battle,Fighting,PS3,Namco Bandai Games,2013.0,0.05,0.02,0.5,0.01,0.58
Phoenix Wright: Ace Attorney - Justice for All,Adventure,DS,Capcom,2006.0,0.24,0.05,0.26,0.03,0.58
Disgaea 4: A Promise Unforgotten,Role-Playing,PS3,Nippon Ichi Software,2011.0,0.27,0.11,0.14,0.06,0.58
BlazBlue: Calamity Trigger,Fighting,PS3,PQube,2009.0,0.36,0.1,0.06,0.06,0.58
Rooms: The Main Building,Adventure,DS,Nintendo,2010.0,0.1,0.41,0.01,0.06,0.58
Tetris Party Deluxe,Puzzle,Wii,Nintendo,2010.0,0.34,0.17,0.02,0.05,0.58
Theme Park,Simulation,PS,Electronic Arts,1994.0,0.24,0.16,0.13,0.04,0.57
Enslaved: Odyssey to the West,Action,PS3,Namco Bandai Games,2010.0,0.24,0.24,0.01,0.09,0.57
Beyond The Beyond,Role-Playing,PS,Sony Computer Entertainment,1995.0,0.11,0.08,0.35,0.04,0.57
No More Heroes,Action,Wii,Rising Star Games,2007.0,0.3,0.17,0.04,0.05,0.57
3D Dot Game Heroes,Role-Playing,PS3,SouthPeak Games,2009.0,0.36,0.12,0.03,0.07,0.57
Pro Evolution Soccer 2012,Action,PSP,Konami Digital Entertainment,2011.0,0.1,0.12,0.29,0.07,0.57
Dynasty Warriors 5: Xtreme Legends,Action,PS2,Tecmo Koei,2005.0,0.11,0.08,0.35,0.03,0.57
Wreckless: ThE YaKuza MisSiOns,Racing,XB,Activision,2002.0,0.42,0.11,0.02,0.02,0.57
Spec Ops: The Line,Shooter,PS3,Take-Two Interactive,2012.0,0.19,0.25,0.04,0.09,0.57
Resident Evil Outbreak File #2,Action,PS2,Capcom,2004.0,0.19,0.15,0.17,0.05,0.57
Tom Clancy's HAWX,Action,PS3,Ubisoft,2009.0,0.21,0.22,0.05,0.09,0.57
Breath of Fire IV,Role-Playing,PS,Capcom,2000.0,0.11,0.08,0.34,0.04,0.56
Odin Sphere,Role-Playing,PS2,Square Enix,2007.0,0.23,0.18,0.09,0.06,0.56
Donkey Kong Jungle Climber,Platform,DS,Nintendo,2007.0,0.26,0.04,0.24,0.03,0.56
Classic NES Series: Dr. Mario,Puzzle,GBA,Nintendo,2004.0,0.31,0.11,0.13,0.01,0.56
Hotel Dusk: Room 215,Adventure,DS,Nintendo,2007.0,0.27,0.05,0.22,0.03,0.56
Resident Evil 2,Action,N64,Virgin Interactive,1999.0,0.39,0.09,0.07,0.01,0.56
Xenoblade Chronicles,Role-Playing,3DS,Nintendo,2015.0,0.26,0.14,0.12,0.04,0.56
Fullmetal Alchemist and the Broken Angel,Role-Playing,PS2,Square Enix,2003.0,0.15,0.12,0.26,0.04,0.56
Final Fantasy IV: The Complete Collection,Role-Playing,PSP,Square Enix,2011.0,0.13,0.09,0.27,0.06,0.56
Frontlines: Fuel of War,Shooter,X360,THQ,2008.0,0.34,0.15,0.01,0.05,0.56
Soul Sacrifice,Role-Playing,PSV,Sony Computer Entertainment,2013.0,0.18,0.09,0.22,0.06,0.56
Rune Factory: A Fantasy Harvest Moon,Role-Playing,DS,Rising Star Games,2006.0,0.37,0.02,0.14,0.03,0.56
God of War: Origins Collection,Action,PS3,Sony Computer Entertainment,2011.0,0.39,0.08,0.02,0.06,0.56
Lunar: Silver Star Story Complete,Role-Playing,PS,Kadokawa Shoten,1998.0,0.27,0.18,0.06,0.04,0.55
Dragon Ball: XenoVerse,Fighting,PS3,Namco Bandai Games,2015.0,0.15,0.2,0.14,0.07,0.55
Metal Gear Solid 3: Subsistence,Action,PS2,Konami Digital Entertainment,2005.0,0.34,0.01,0.15,0.06,0.55
Extermination,Action,PS2,Sony Computer Entertainment,2001.0,0.21,0.16,0.12,0.05,0.55
Unit 13,Shooter,PSV,Sony Computer Entertainment,2012.0,0.29,0.15,0.04,0.07,0.55
Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,Wii,Capcom,2010.0,0.32,0.16,0.03,0.05,0.55
Mega Man Zero,Platform,GBA,Capcom,2002.0,0.22,0.08,0.24,0.01,0.55
The Amazing Spider-Man 2 (2014),Action,PS4,Activision,2014.0,0.2,0.25,0.02,0.09,0.55
Time Crisis: Razing Storm,Shooter,PS3,Namco Bandai Games,2010.0,0.18,0.21,0.07,0.08,0.55
Dynasty Warriors: Gundam 3,Action,PS3,Tecmo Koei,2010.0,0.11,0.05,0.36,0.02,0.55
Mortal Kombat 3,Fighting,PS,Sony Computer Entertainment,1995.0,0.29,0.2,0.02,0.04,0.55
Metro 2033,Shooter,X360,THQ,2010.0,0.22,0.24,0.03,0.05,0.55
Dragon Ball Z: Shin Budokai,Fighting,PSP,Atari,2006.0,0.26,0.08,0.13,0.07,0.55
NBA Live 10,Sports,PS3,Electronic Arts,2009.0,0.46,0.03,0.01,0.05,0.54
Excite Truck,Racing,Wii,Nintendo,2006.0,0.4,0.03,0.08,0.04,0.54
Sacred 2: Fallen Angel,Role-Playing,X360,Deep Silver,2009.0,0.29,0.17,0.04,0.05,0.54
ModNation Racers,Racing,PSP,Sony Computer Entertainment,2010.0,0.11,0.27,0.02,0.14,0.54
Two Worlds II,Role-Playing,X360,Unknown,2011.0,0.4,0.08,0.03,0.04,0.54
Sonic & All-Stars Racing Transformed,Racing,PS3,Sega,2012.0,0.08,0.33,0.01,0.11,0.54
Front Mission 4,Strategy,PS2,Square Enix,2003.0,0.14,0.11,0.25,0.04,0.54
Resident Evil: Revelations 2,Action,PS4,Capcom,2015.0,0.13,0.24,0.1,0.07,0.54
Dragon Ball Z: Ultimate Tenkaichi,Fighting,X360,Namco Bandai Games,2011.0,0.39,0.1,0.01,0.04,0.54
Tales of Symphonia,Role-Playing,PS3,Namco Bandai Games,2013.0,0.21,0.13,0.13,0.06,0.54
Bust A Groove,Misc,PS,Sony Computer Entertainment,1998.0,0.09,0.06,0.35,0.04,0.54
Fire Emblem: Path of Radiance,Action,GC,Nintendo,2005.0,0.29,0.08,0.16,0.01,0.54
Valkyria Chronicles II,Role-Playing,PSP,Sega,2010.0,0.12,0.16,0.18,0.09,0.54
Rune Factory 2: A Fantasy Harvest Moon,Role-Playing,DS,Rising Star Games,2008.0,0.33,0.03,0.15,0.03,0.54
Terminator Salvation,Shooter,PS3,Warner Bros. Interactive Entertainment,2009.0,0.13,0.29,0.01,0.11,0.54
Star Fox Command,Shooter,DS,Nintendo,2006.0,0.39,0.01,0.1,0.04,0.54
Tales of Symphonia: Dawn of the New World,Role-Playing,Wii,Namco Bandai Games,2008.0,0.22,0.05,0.24,0.03,0.54
Clock Tower,Adventure,PS,ASCII Entertainment,1996.0,0.07,0.05,0.38,0.03,0.53
Dragon's Crown,Role-Playing,PS3,Nippon Ichi Software,2013.0,0.25,0.07,0.17,0.05,0.53
Tactics Ogre: Let Us Cling Together,Role-Playing,PSP,Square Enix,2010.0,0.15,0.07,0.27,0.05,0.53
LEGO Jurassic World,Action,WiiU,Warner Bros. Interactive Entertainment,2015.0,0.28,0.19,0.02,0.04,0.53
Kirby and the Rainbow Curse,Platform,WiiU,Nintendo,2015.0,0.23,0.14,0.12,0.04,0.53
FIFA 12,Sports,PSP,Electronic Arts,2011.0,0.12,0.26,0.02,0.14,0.53
Sonic & All-Stars Racing Transformed,Racing,WiiU,Sega,2012.0,0.2,0.27,0.02,0.05,0.53
Bulletstorm,Shooter,PS3,Electronic Arts,2011.0,0.23,0.2,0.01,0.08,0.53
Picross 3D,Puzzle,DS,Nintendo,2009.0,0.3,0.03,0.16,0.03,0.53
Silent Hill: Origins,Action,PSP,Konami Digital Entertainment,2007.0,0.22,0.16,0.04,0.1,0.53
Mario Tennis: Power Tour,Sports,GBA,Nintendo,2005.0,0.24,0.09,0.19,0.01,0.52
GT Pro Series,Racing,Wii,Ubisoft,2006.0,0.46,0.01,0.02,0.04,0.52
Metal Gear Solid 2: Substance,Action,PS2,Konami Digital Entertainment,2002.0,0.18,0.14,0.16,0.05,0.52
Way of the Samurai 3,Action,PS3,Gamebridge,2008.0,0.18,0.08,0.22,0.04,0.52
Mega Man 6,Platform,NES,Capcom,1993.0,0.28,0.07,0.16,0.01,0.52
Final Fantasy Explorers,Role-Playing,3DS,Square Enix,2014.0,0.15,0.07,0.28,0.02,0.52
Rival Schools: United By Fate,Fighting,PS,Capcom,1998.0,0.12,0.08,0.28,0.03,0.52
PlayStation All-Stars Battle Royale,Action,PSV,Sony Computer Entertainment,2012.0,0.26,0.15,0.01,0.1,0.52
Swing Away Golf,Sports,PS2,Electronic Arts,2000.0,0.17,0.13,0.18,0.04,0.52
Tomb Raider: Legend,Action,PS2,Eidos Interactive,2006.0,0.25,0.19,0.02,0.06,0.52
Lair,Action,PS3,Sony Computer Entertainment,2007.0,0.36,0.04,0.08,0.04,0.52
Front Mission 3,Strategy,PS,SquareSoft,1999.0,0.1,0.07,0.31,0.03,0.52
Omega Boost,Shooter,PS,Sony Computer Entertainment,1999.0,0.17,0.11,0.2,0.03,0.52
Way of the Samurai,Action,PS2,Eidos Interactive,2002.0,0.13,0.1,0.25,0.03,0.51
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,X360,Namco Bandai Games,2013.0,0.29,0.17,0.01,0.04,0.51
The 3rd Birthday,Role-Playing,PSP,Square Enix,2010.0,0.13,0.07,0.27,0.05,0.51
International Track & Field,Sports,PS,Konami Digital Entertainment,1996.0,0.08,0.05,0.35,0.03,0.51
SoulCalibur: Broken Destiny,Fighting,PSP,Namco Bandai Games,2009.0,0.12,0.2,0.07,0.12,0.51
Lords of the Fallen,Role-Playing,PS4,Square Enix,2014.0,0.17,0.23,0.02,0.09,0.51
Pro Evolution Soccer 2010,Sports,Wii,Konami Digital Entertainment,2009.0,0.12,0.27,0.06,0.05,0.51
Fire Emblem: Radiant Dawn,Strategy,Wii,Nintendo,2007.0,0.28,0.03,0.17,0.03,0.51
Dynasty Warriors,Action,PSP,Tecmo Koei,2004.0,0.18,0.01,0.3,0.02,0.51
Dragon Ball: Raging Blast,Fighting,X360,Namco Bandai Games,2009.0,0.36,0.09,0.02,0.04,0.51
International Superstar Soccer 2000 (All region sales),Sports,N64,Konami Digital Entertainment,1999.0,0.01,0.26,0.22,0.02,0.51
Ace Combat Zero: The Belkan War,Simulation,PS2,Namco Bandai Games,2006.0,0.15,0.12,0.2,0.04,0.51
R.U.S.E.,Strategy,PS3,Ubisoft,2010.0,0.18,0.22,0.02,0.09,0.51
Disgaea 3: Absence of Justice,Role-Playing,PS3,Square Enix,2008.0,0.32,0.04,0.11,0.04,0.51
Picross DS,Puzzle,DS,Nintendo,2007.0,0.17,0.02,0.3,0.02,0.51
Final Fantasy II Anniversary Edition,Role-Playing,PSP,Square Enix,2007.0,0.36,0.03,0.07,0.04,0.51
Quantum Break,Action,XOne,Microsoft Game Studios,2016.0,0.27,0.19,0.01,0.04,0.51
Capcom Classics Collection,Misc,PS2,Capcom,2005.0,0.22,0.17,0.05,0.06,0.51
Wolfenstein: The New Order,Shooter,PS3,Bethesda Softworks,2014.0,0.14,0.25,0.02,0.09,0.51
Alice: Madness Returns,Adventure,X360,Electronic Arts,2011.0,0.27,0.15,0.04,0.04,0.5
Atelier Rorona: Alchemist of Arland,Role-Playing,PS3,Nippon Ichi Software,2009.0,0.22,0.12,0.11,0.05,0.5
Dragon Ball Z: Supersonic Warriors 2,Fighting,DS,Atari,2005.0,0.14,0.02,0.32,0.02,0.5
Theatrhythm: Final Fantasy,Misc,3DS,Square Enix,2012.0,0.22,0.07,0.18,0.02,0.5
Bleach: Soul Resurreccion,Fighting,PS3,Nippon Ichi Software,2011.0,0.27,0.11,0.07,0.05,0.5
Tactics Ogre: The Knight of Lodis,Role-Playing,GBA,Nintendo,2001.0,0.13,0.05,0.31,0.01,0.5
Fortune Street,Misc,Wii,Nintendo,2011.0,0.27,0.04,0.17,0.02,0.5
Spider-Man 2,Action,DS,Activision,2004.0,0.41,0.02,0.03,0.04,0.5
Dead or Alive Ultimate,Fighting,XB,Tecmo Koei,2004.0,0.3,0.1,0.08,0.02,0.5
RPG Maker,Role-Playing,PS,ASCII Entertainment,1997.0,0.11,0.07,0.29,0.03,0.5
FIFA 14,Sports,PSV,Electronic Arts,2013.0,0.11,0.25,0.01,0.13,0.5
Monster Hunter,Role-Playing,PS2,Capcom,2004.0,0.11,0.08,0.28,0.03,0.5
Dynasty Warriors: Gundam 2,Action,PS3,Namco Bandai Games,2008.0,0.09,0.07,0.32,0.03,0.5
The Evil Within,Action,X360,Bethesda Softworks,2014.0,0.25,0.2,0.01,0.04,0.5
Ridge Racer 3D,Racing,3DS,Namco Bandai Games,2011.0,0.19,0.15,0.12,0.03,0.5
Ace Combat: Assault Horizon,Action,X360,Namco Bandai Games,2011.0,0.3,0.12,0.03,0.04,0.49
Resident Evil: The Mercenaries 3D,Action,3DS,Capcom,2011.0,0.16,0.17,0.13,0.03,0.49
Super Monkey Ball 3D,Action,3DS,Sega,2011.0,0.26,0.15,0.05,0.04,0.49
Kane & Lynch 2: Dog Days,Shooter,X360,Square Enix,2010.0,0.2,0.23,0.01,0.05,0.49
Lollipop Chainsaw,Action,X360,Warner Bros. Interactive Entertainment,2012.0,0.31,0.13,0.02,0.04,0.49
Sonic Lost World,Platform,3DS,Sega,2013.0,0.24,0.15,0.07,0.03,0.49
Grandia III,Role-Playing,PS2,Square Enix,2005.0,0.12,0.1,0.24,0.03,0.49
Pokemon Art Academy,Misc,3DS,Nintendo,2014.0,0.18,0.12,0.16,0.03,0.49
Dragon Ball Z: Burst Limit,Fighting,X360,Atari,2008.0,0.24,0.18,0.03,0.05,0.49
Bakugan Battle Brawlers: Defenders of the Core,Action,DS,Activision,2010.0,0.42,0.02,0.02,0.03,0.49
Terraria,Action,PS3,505 Games,2013.0,0.07,0.26,0.09,0.07,0.49
Epic Mickey: Power of Illusion,Action,3DS,Disney Interactive Studios,2012.0,0.36,0.04,0.04,0.04,0.49
Crazy Taxi,Racing,GC,Acclaim Entertainment,2001.0,0.36,0.09,0.02,0.01,0.49
F1 2014,Racing,PS3,Codemasters,2014.0,0.07,0.31,0.02,0.08,0.49
Asphalt 3D,Racing,3DS,Ubisoft,2011.0,0.27,0.16,0.02,0.04,0.49
Steel Diver,Action,3DS,Nintendo,2011.0,0.31,0.1,0.05,0.03,0.49
Tales of Legendia,Role-Playing,PS2,Namco Bandai Games,2005.0,0.07,0.05,0.35,0.02,0.49
Battlefield: Hardline,Shooter,PS3,Electronic Arts,2015.0,0.12,0.23,0.07,0.07,0.49
F.E.A.R. 2: Project Origin,Shooter,PS3,Warner Bros. Interactive Entertainment,2009.0,0.19,0.21,0.01,0.08,0.49
Dead Space Extraction,Shooter,Wii,Electronic Arts,2009.0,0.33,0.11,0.01,0.04,0.48
Metal Gear Solid HD Edition,Action,PSV,Konami Digital Entertainment,2012.0,0.16,0.18,0.05,0.09,0.48
Children of Mana,Role-Playing,DS,Nintendo,2006.0,0.16,0.01,0.29,0.02,0.48
Mario Golf: World Tour,Sports,3DS,Nintendo,2014.0,0.15,0.14,0.17,0.03,0.48
Silent Hill: Shattered Memories,Action,Wii,Konami Digital Entertainment,2009.0,0.23,0.19,0.01,0.05,0.48
Dark Sector,Shooter,X360,D3Publisher,2008.0,0.22,0.2,0.01,0.05,0.48
OkamiDen,Adventure,DS,Capcom,2010.0,0.25,0.07,0.13,0.03,0.48
2010 FIFA World Cup South Africa,Sports,PSP,Electronic Arts,2010.0,0.09,0.24,0.03,0.12,0.48
Harvest Moon 64,Simulation,N64,Pack In Soft,1999.0,0.25,0.06,0.11,0.06,0.48
Two Worlds II,Role-Playing,PS3,Unknown,2011.0,0.26,0.11,0.06,0.05,0.48
Viva Pinata: Trouble in Paradise,Simulation,X360,Microsoft Game Studios,2008.0,0.16,0.25,0.01,0.05,0.48
FlingSmash,Action,Wii,Nintendo,2010.0,0.38,0.01,0.07,0.02,0.48
Dynasty Warriors Gundam,Action,PS3,Tecmo Koei,2007.0,0.14,0.01,0.31,0.02,0.48
Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,DS,Square Enix,2009.0,0.12,0.06,0.27,0.02,0.48
Fable,Role-Playing,X360,Microsoft Game Studios,2014.0,0.25,0.19,0.01,0.04,0.48
SimCity Creator,Simulation,Wii,Electronic Arts,2008.0,0.37,0.03,0.04,0.04,0.48
Fantavision,Puzzle,PS2,Sony Computer Entertainment,2000.0,0.14,0.11,0.19,0.04,0.47
Alien Trilogy,Shooter,PS,Acclaim Entertainment,1996.0,0.24,0.16,0.04,0.03,0.47
Bravely Second: End Layer,Role-Playing,3DS,Nintendo,2015.0,0.16,0.11,0.18,0.03,0.47
Dark Sector,Shooter,PS3,D3Publisher,2008.0,0.23,0.16,0.01,0.07,0.47
Unreal Tournament III,Shooter,X360,Midway Games,2008.0,0.25,0.17,0.01,0.05,0.47
Street Fighter X Tekken,Fighting,X360,Capcom,2012.0,0.31,0.1,0.03,0.03,0.47
Castlevania: Dawn of Sorrow,Platform,DS,Konami Digital Entertainment,2005.0,0.37,0.04,0.03,0.04,0.47
Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,PS3,Namco Bandai Games,2014.0,0.15,0.16,0.09,0.08,0.47
Silent Hill: Downpour,Action,PS3,Konami Digital Entertainment,2012.0,0.21,0.16,0.04,0.06,0.47
Victorious Boxers: Ippo's Road to Glory,Fighting,PS2,Empire Interactive,2000.0,0.05,0.04,0.38,0.01,0.47
Valkyrie Profile 2: Silmeria,Role-Playing,PS2,Square Enix,2006.0,0.04,0.03,0.39,0.01,0.47
Virtua Tennis 4: World Tour,Sports,PSV,Sega,2011.0,0.05,0.3,0.01,0.12,0.47
Crazy Taxi: Fare Wars,Racing,PSP,Sega,2007.0,0.1,0.22,0.02,0.12,0.47
Bomberman Hero,Platform,N64,Nintendo,1998.0,0.27,0.06,0.08,0.05,0.47
Dead or Alive 4,Fighting,X360,Tecmo Koei,2005.0,0.3,0.03,0.1,0.03,0.47
Rise of Nightmares,Action,X360,Sega,2011.0,0.28,0.13,0.01,0.04,0.47
Metal Gear Solid: The Twin Snakes,Action,GC,Konami Digital Entertainment,2004.0,0.3,0.08,0.07,0.01,0.47
